latitude_deg,longitude_deg,acme_rssi_dbm,acme_bandwidth_kbps,acme_jitter_ms,atma_loss_percent,acme_rtt_ms,globex_bandwidth_kbps,globex_jitter_ms,globex_loss_percent,globex_rssi_dbm,globex_rtt_ms,octan_rssi_dbm,octan_bandwidth_kbps,octan_jitter_ms,rssi_loss_percent,octan_rtt_ms
45.45958658333333,-73.82274576666667,-59,795,90.314,0,69.3,,,,-52,56.9,-59,792,78.905,0,64.9
45.45958658333333,-73.82274576666667,-59,,,,65.6,797,123.239,0,-52,73.2,-59,,,,67.7
45.45958658333333,-73.82274576666667,-59,797,79.323,0,78.3,,,,-52,73.2,-59,793,73.899,0,73.5
45.45958658333333,-73.82274576666667,-59,,,,78.0,797,123.249,0,-52,78.9,-59,797,61.269,0,86.1
45.45958658333333,-73.82274576666667,-59,794,84.264,0,74.7,791,60.886,0,-52,58.1,-59,,,,55.3
45.45958658333333,-73.82274576666667,-59,793,84.556,0,68.4,795,60.718,0,-52,67.2,-59,791,78.875,0,77.0
45.45958658333333,-73.82274576666667,-59,,,,67.2,,,,-52,59.6,-59,,,,75.0
45.45958658333333,-73.82274576666667,-53,793,115.613,0,76.2,795,123.246,0,-52,75.2,-59,794,61.513,0,51.5
45.45958658333333,-73.82274576666667,-53,,,,58.0,,,,-52,59.5,-59,793,61.305,0,65.4
45.45958658333333,-73.82274576666667,-61,,,,77.4,796,123.259,0,-52,57.4,-59,795,84.114,0,69.9
45.45958658333333,-73.82274576666667,-61,799,84.084,0,70.8,796,89.372,0,-52,61.7,-59,797,62.012,0,70.7
45.45958658333333,-73.82274576666667,-61,789,89.760,0,74.7,791,60.752,0,-61,56.0,-59,797,84.110,0,65.8
45.45958658333333,-73.82274576666667,-61,,,,60.2,789,108.616,0,-61,69.8,-59,798,89.672,0,66.2
45.45958658333333,-73.82274576666667,-61,791,79.479,0,72.9,798,60.992,0,-52,55.6,-59,792,61.291,0,70.5
45.45958658333333,-73.82274576666667,-61,794,84.104,0,61.6,,,,-52,56.3,-59,,,,76.3
45.45958658333333,-73.82274576666667,-61,795,84.145,0,78.2,791,73.654,0,-52,58.0,-59,795,61.598,0,68.9
45.45958658333333,-73.82274576666667,-61,,,,50.8,799,115.583,0,-52,61.3,-59,,,,60.0
45.45958658333333,-73.82274576666667,-61,,,,67.0,791,61.061,0,-61,73.7,-59,,,,69.1
45.45958658333333,-73.82274576666667,-61,796,61.579,0,65.5,795,123.294,0,-61,66.4,-59,794,116.898,0,62.5
45.45958658333333,-73.82274576666667,-54,793,84.551,0,59.2,799,60.901,0,-51,58.6,-49,790,78.863,0,64.2
45.45958658333333,-73.82274576666667,-54,793,79.738,0,69.7,,,,-51,65.8,-49,795,84.143,0,62.7
45.45958658333333,-73.82274576666667,-54,,,,61.8,795,123.318,0,-51,48.1,-49,791,78.885,0,63.8
45.45958658333333,-73.82274576666667,-54,790,78.888,0,78.5,793,60.824,0,-51,76.7,-49,,,,55.9
45.45958658333333,-73.82274576666667,-54,796,84.071,0,70.5,,,,-58,58.6,-49,792,84.539,0,65.5
45.45958658333333,-73.82274576666667,-54,794,84.519,0,83.6,796,61.324,0,-58,64.7,-49,791,78.887,0,78.4
45.45958658333333,-73.82274576666667,-54,,,,76.0,,,,-58,55.9,-49,,,,78.2
45.45958658333333,-73.82274576666667,-54,788,109.520,0,62.8,792,115.471,0,-58,58.6,-49,796,84.518,0,62.5
45.45958658333333,-73.82274576666667,-54,,,,76.7,,,,-58,57.3,-49,792,79.287,0,67.1
45.45958658333333,-73.82274576666667,-54,796,84.555,0,61.4,791,60.698,0,-58,59.1,-49,,,,59.5
45.45958658333333,-73.82274576666667,-54,793,84.508,0,61.9,798,131.454,0,-58,62.1,-49,799,62.065,0,69.3
45.45958658333333,-73.82274576666667,-54,,,,55.1,,,,-58,57.9,-49,789,61.684,0,64.3
45.45958658333333,-73.82274576666667,-54,798,90.179,0,71.7,797,60.819,0,-58,69.6,-49,,,,85.4
45.45958658333333,-73.82274576666667,-54,,,,76.1,,,,-58,56.5,-49,796,84.538,0,78.5
45.45958658333333,-73.82274576666667,-54,798,90.170,0,60.3,797,115.529,0,-58,58.9,-49,799,79.204,0,73.5
45.45958658333333,-73.82274576666667,-54,796,84.165,0,64.6,,,,-58,57.1,-49,,,,56.5
45.45958658333333,-73.82274576666667,-54,793,108.724,0,57.0,799,60.749,0,-58,56.9,-49,791,108.926,0,59.1
45.45958658333333,-73.82274576666667,-54,,,,69.0,,,,-58,57.6,-49,796,84.131,0,75.3
45.45958658333333,-73.82274576666667,-54,797,84.126,0,52.8,794,60.840,0,-58,57.3,-49,,,,64.8
45.45958658333333,-73.82274576666667,-54,,,,70.6,,,,-58,68.1,-49,,,,62.0
45.45958658333333,-73.82274576666667,-54,795,0.000,0,55.1,791,65.015,0,-58,56.7,-49,798,61.989,0,78.4
45.45958658333333,-73.82274576666667,-54,797,90.154,0,74.3,797,60.888,0,-58,69.8,-49,795,84.100,0,73.3
45.45958658333333,-73.82274576666667,-54,791,79.289,0,64.4,793,123.222,0,-58,60.4,-49,791,61.979,0,71.3
45.45958658333333,-73.82274576666667,-54,,,,60.6,793,115.571,0,-58,71.6,-49,793,61.434,0,74.7
45.45958658333333,-73.82274576666667,-54,,,,69.1,789,115.523,0,-58,56.8,-49,792,116.195,0,63.1
45.45958658333333,-73.82274576666667,-54,799,89.634,0,66.6,,,,-58,59.9,-49,,,,58.4
45.45958658333333,-73.82274576666667,-54,796,74.623,0,66.6,792,115.611,0,-58,56.6,-49,789,61.819,0,52.4
45.45958658333333,-73.82274576666667,-54,,,,59.5,798,61.085,0,-58,69.6,-43,,,,65.2
45.45958658333333,-73.82274576666667,-54,790,84.621,0,61.5,,,,-58,60.3,-43,796,78.836,0,57.2
45.45958658333333,-73.82274576666667,-54,,,,68.1,794,74.372,0,-58,70.9,-43,,,,74.1
45.45958658333333,-73.82274576666667,-54,797,89.878,0,59.6,,,,-58,61.1,-43,798,61.618,0,66.7
45.45958658333333,-73.82274576666667,-54,793,84.772,0,72.9,793,83.982,0,-58,60.4,-49,791,74.399,0,78.5
45.45958658333333,-73.82274576666667,-54,789,79.312,0,64.9,,,,-58,56.4,-49,791,74.393,0,64.7
45.45958658333333,-73.82274576666667,-54,,,,52.4,790,60.758,0,-58,60.6,-42,797,74.600,0,60.2
45.45958658333333,-73.82274576666667,-54,789,79.317,0,53.5,790,69.169,0,-58,64.3,-42,,,,65.7
45.45958658333333,-73.82274576666667,-54,791,78.809,0,72.1,,,,-58,58.7,-42,793,78.879,0,64.6
45.45958658333333,-73.82274576666667,-54,796,90.194,0,67.6,793,83.767,0,-58,66.6,-42,797,84.500,0,64.0
45.45958658333333,-73.82274576666667,-54,,,,63.6,796,60.696,0,-45,66.9,-49,,,,67.2
45.45958658333333,-73.82274576666667,-54,,,,66.4,,,,-45,61.4,-49,796,84.146,0,60.7
45.45958658333333,-73.82274576666667,-54,793,84.559,0,52.6,793,84.094,0,-59,59.2,-49,,,,64.7
45.45958658333333,-73.82274576666667,-54,789,79.381,0,74.4,,,,-59,57.3,-49,793,84.071,0,68.4
45.45958658333333,-73.82274576666667,-54,,,,67.2,,,,-59,60.0,-49,,,,70.2
45.45958658333333,-73.82274576666667,-54,789,78.885,0,68.3,794,73.971,0,-59,56.5,-57,795,61.366,0,55.2
45.45958658333333,-73.82274576666667,-54,792,84.611,0,67.4,798,60.627,0,-51,58.2,-57,795,61.268,0,60.6
45.45958658333333,-73.82274576666667,-60,791,79.325,0,57.8,,,,-51,59.9,-57,,,,65.1
45.45958658333333,-73.82274576666667,-52,798,84.512,0,65.4,,,,-51,64.6,-57,791,62.316,0,56.8
45.45958658333333,-73.82274576666667,-52,798,65.179,0,395,791,115.776,0,-51,56.7,-57,791,79.328,0,66.8
45.45958658333333,-73.82274576666667,-52,,,,55.6,791,108.509,0,-51,56.0,-57,797,78.946,0,68.0
45.45958658333333,-73.82274576666667,-61,794,84.162,0,61.7,792,102.078,0,-51,61.5,-64,791,61.436,0,76.2
45.45958658333333,-73.82274576666667,-61,799,78.762,0,67.1,,,,-42,56.0,-64,795,61.931,0,70.7
45.45958658333333,-73.82274576666667,-61,798,78.839,0,53.9,,,,-49,62.6,-57,798,84.371,0,76.3
45.45958658333333,-73.82274576666667,-61,789,109.217,0,73.5,,,,-49,65.7,-66,798,89.799,0,53.0
45.45958658333333,-73.82274576666667,-61,,,,62.4,792,61.074,0,-49,63.6,-66,,,,62.5
45.45958658333333,-73.82274576666667,-61,795,84.490,0,76.0,795,123.784,0,-59,61.1,-66,798,78.940,0,68.0
45.45958658333333,-73.82274576666667,-61,792,74.451,0,68.9,,,,-59,57.5,-66,789,61.467,0,68.1
45.45958658333333,-73.82274576666667,-61,,,,60.0,790,60.901,0,-59,70.5,-66,797,84.154,0,48.7
45.45958658333333,-73.82274576666667,-61,792,116.170,0,62.2,794,84.214,0,-59,58.2,-66,789,78.845,0,53.2
45.45958658333333,-73.82274576666667,-61,796,84.106,0,58.5,795,123.299,0,-59,58.3,-66,799,96.120,0,58.3
45.45958658333333,-73.82274576666667,-61,,,,73.3,,,,-59,58.8,-57,,,,60.1
45.45958658333333,-73.82274576666667,-61,796,84.082,0,77.5,793,123.476,0,-47,56.1,-63,797,61.974,0,60.0
45.45958658333333,-73.82274576666667,-61,,,,62.2,,,,-47,57.3,-63,,,,60.4
45.45958658333333,-73.82274576666667,-61,,,,63.7,795,78.736,0,-62,87.4,-63,793,78.827,0,70.5
45.45958658333333,-73.82274576666667,-61,795,84.217,0,59.2,,,,-62,63.0,-63,789,74.028,0,64.3
45.45958658333333,-73.82274576666667,-61,797,84.559,0,64.4,796,116.564,0,-56,82.0,-63,793,84.120,0,72.7
45.45958658333333,-73.82274576666667,-61,789,79.000,0,56.3,789,102.980,0,-56,64.4,-63,795,95.771,0,80.1
45.45958658333333,-73.82274576666667,-61,793,84.165,0,54.2,794,61.092,0,-67,78.6,-63,798,61.027,0,64.5
45.45958658333333,-73.82274576666667,-61,,,,59.3,,,,-61,69.0,-63,,,,77.0
45.45958658333333,-73.82274576666667,-61,795,84.220,0,61.4,,,,-61,57.0,-69,799,89.799,0,58.1
45.45958658333333,-73.82274576666667,-67,,,,69.5,792,102.031,0,-61,59.4,-69,798,84.086,0,67.7
45.45958658333333,-73.82274576666667,-67,789,108.960,0,58.2,,,,-74,62.4,-69,798,89.744,0,59.3
45.45958658333333,-73.82274576666667,-67,797,84.156,0,62.6,,,,-74,87.4,-69,792,61.304,0,85.0
45.45958658333333,-73.82274576666667,-67,,,,59.9,791,71.081,0,-67,68.8,-69,792,79.011,0,74.2
45.45958658333333,-73.82274576666667,-67,798,89.699,0,51.2,790,62.699,0,-67,64.5,-57,,,,71.2
45.45958658333333,-73.82274576666667,-67,799,78.729,0,57.6,793,64.635,0,-76,64.8,-57,798,84.216,0,74.5
45.45958658333333,-73.82274576666667,-67,,,,66.4,,,,-76,67.9,-57,,,,56.9
45.45958658333333,-73.82274576666667,-67,792,74.634,0,71.0,,,,-76,82.3,-64,796,61.830,0,81.4
45.45958658333333,-73.82274576666667,-67,,,,76.1,791,61.555,0,-76,73.2,-55,788,61.144,0,60.1
45.45958658333333,-73.82274576666667,-67,797,84.511,0,73.8,,,,-76,62.2,-55,793,61.995,0,80.1
45.45958658333333,-73.82274576666667,-67,796,74.252,0,71.1,794,116.386,0,-70,75.5,-55,,,,69.3
45.45958658333333,-73.82274576666667,-67,799,74.665,0,60.7,,,,-70,64.7,-55,796,78.863,0,66.1
45.45958658333333,-73.82274576666667,-67,,,,68.9,796,80.804,0,-70,67.9,-55,,,,58.2
45.45958658333333,-73.82274576666667,-56,,,,58.3,798,123.188,0,-77,68.0,-55,,,,61.4
45.45958658333333,-73.82274576666667,-56,797,84.567,0,66.6,,,,-77,62.6,-55,792,61.371,0,65.0
45.45958658333333,-73.82274576666667,-56,792,74.016,0,66.9,794,62.764,0,-77,74.8,-55,798,61.247,0,80.6
45.45958658333333,-73.82274576666667,-56,,,,66.4,798,103.967,2.1,-77,112,-55,,,,58.0
45.45958658333333,-73.82274576666667,-56,,,,76.6,,,,-77,78.3,-55,791,61.369,0,58.2
45.45958658333333,-73.82274576666667,-56,,,,69.7,,,,-77,72.2,-55,794,78.900,0,68.7
45.45958658333333,-73.82274576666667,-56,793,84.165,0,70.6,791,62.417,0,-77,56.9,-55,790,61.339,0,67.9
45.45958658333333,-73.82274576666667,-56,792,61.257,0,51.0,795,62.045,0,-77,66.8,-55,795,116.165,0,69.1
45.45958658333333,-73.82274576666667,-56,,,,54.8,,,,-77,76.1,-55,,,,61.8
45.45958658333333,-73.82274576666667,-56,795,84.119,0,68.6,795,76.380,0,-77,95.9,-55,796,78.891,0,55.9
45.45958658333333,-73.82274576666667,-48,795,84.401,0,56.9,,,,-77,76.7,-55,793,78.815,0,46.4
45.45958658333333,-73.82274576666667,-48,794,84.538,0,69.8,796,63.160,0,-77,82.0,-55,795,78.826,0,58.8
45.45958658333333,-73.82274576666667,-48,794,84.050,0,53.8,791,96.925,0,-77,68.2,-55,789,61.398,0,64.0
45.45958658333333,-73.82274576666667,-48,,,,72.3,,,,-77,53.7,-55,,,,59.0
45.45958658333333,-73.82274576666667,-48,791,84.201,0,63.0,,,,-77,64.2,-55,789,102.276,0,74.9
45.45958658333333,-73.82274576666667,-54,798,90.152,0,53.8,790,65.637,0,-77,72.5,-55,798,78.921,0,62.8
45.45958658333333,-73.82274576666667,-54,795,84.117,0,65.5,,,,-77,69.5,-55,796,78.831,0,66.6
45.45958658333333,-73.82274576666667,-54,,,,64.1,797,62.476,0,-77,67.2,-55,,,,59.0
45.45958658333333,-73.82274576666667,-54,796,84.569,0,68.1,791,85.454,0,-77,67.1,-55,796,61.615,0,63.7
45.45958658333333,-73.82274576666667,-54,790,78.866,0,74.3,797,61.983,0,-77,68.3,-55,,,,55.7
45.45958658333333,-73.82274576666667,-54,,,,71.3,795,79.909,0,-77,79.1,-55,,,,61.2
45.45958658333333,-73.82274576666667,-54,,,,61.5,,,,-77,68.3,-55,795,61.295,0,59.0
45.45958658333333,-73.82274576666667,-54,797,84.615,0,69.9,,,,-77,58.2,-55,797,78.914,0,56.0
45.45958658333333,-73.82274576666667,-54,798,84.123,0,63.9,788,79.226,0,-77,80.9,-55,,,,73.6
45.45958658333333,-73.82274576666667,-54,798,90.156,0,77.3,791,115.835,0,-77,64.9,-55,795,61.311,0,77.6
45.45958658333333,-73.82274576666667,-54,793,84.535,0,69.8,797,62.263,0,-77,65.5,-55,796,78.873,0,62.4
45.45958658333333,-73.82274576666667,-54,,,,64.9,,,,-77,77.4,-55,,,,67.2
45.45958658333333,-73.82274576666667,-54,,,,59.6,,,,-77,58.8,-55,790,74.376,0,61.0
45.45958658333333,-73.82274576666667,-54,,,,51.7,,,,-77,73.5,-55,789,124.118,0,70.2
45.45958658333333,-73.82274576666667,-54,789,78.918,0,55.6,791,61.246,0,-77,75.8,-55,795,60.822,0,55.9
45.45958658333333,-73.82274576666667,-54,791,79.454,0,59.7,,,,-77,71.1,-48,,,,66.8
45.45958658333333,-73.82274576666667,-54,,,,70.4,,,,-77,78.8,-58,,,,66.8
45.45958658333333,-73.82274576666667,-54,,,,59.6,792,116.068,0,-77,66.2,-58,,,,64.8
45.45958658333333,-73.82274576666667,-54,795,116.746,0,60.9,793,61.543,0,-77,69.1,-58,793,73.949,0,69.5
45.45958658333333,-73.82274576666667,-54,,,,79.2,792,108.998,0,-68,59.6,-58,792,61.325,0,64.8
45.45958658333333,-73.82274576666667,-48,799,84.119,0,58.2,,,,-68,186,-47,794,84.526,0,53.5
45.45958658333333,-73.82274576666667,-48,790,89.852,0,62.6,793,61.233,0,-68,77.5,-41,794,116.140,0,56.4
45.45958658333333,-73.82274576666667,-48,,,,66.6,790,109.102,0,-68,56.2,-35,,,,77.0
45.45958658333333,-73.82274576666667,-48,,,,61.3,795,123.409,0,-68,57.8,-35,,,,51.5
45.45958658333333,-73.82274576666667,-48,,,,77.9,,,,-68,59.3,-49,793,61.347,0,64.1
45.45958658333333,-73.82274576666667,-48,794,116.798,0,61.8,795,89.449,0,-74,69.8,-49,792,78.885,0,56.6
45.45958658333333,-73.82274576666667,-48,797,84.119,0,60.5,,,,-74,72.1,-49,796,61.633,0,64.1
45.45958658333333,-73.82274576666667,-48,789,78.888,0,61.4,791,61.526,0,-74,61.3,-49,791,79.454,0,50.4
45.45958658333333,-73.82274576666667,-48,,,,68.6,790,90.775,0,-74,56.4,-49,,,,83.2
45.45958658333333,-73.82274576666667,-48,797,90.168,0,70.3,793,69.442,0,-74,59.3,-43,789,61.666,0,72.4
45.45958658333333,-73.82274576666667,-48,,,,74.6,798,73.868,0,-74,50.2,-43,,,,57.7
45.45958658333333,-73.82274576666667,-48,,,,60.3,,,,-74,60.0,-49,,,,83.8
45.45958658333333,-73.82274576666667,-48,797,84.174,0,76.0,789,64.695,0,-74,60.4,-49,790,73.722,0,86.9
45.45958658333333,-73.82274576666667,-56,796,65.379,0,78.7,798,60.732,0,-66,63.6,-49,791,110.843,0,70.5
45.45958658333333,-73.82274576666667,-38,794,84.152,0,80.2,,,,-57,60.8,-49,,,,
45.45958658333333,-73.82274576666667,-38,,,,78.1,,,,-57,60.3,-49,797,75.024,0,60.1
45.45958658333333,-73.82274576666667,-56,,,,81.0,,,,-50,64.5,-49,790,79.651,0,54.5
45.45958658333333,-73.82274576666667,-56,796,84.119,0,62.1,790,60.631,0,-50,53.7,-32,789,61.401,0,69.5
45.45958658333333,-73.82274576666667,-48,794,116.163,0,60.2,797,64.951,0,-56,74.0,-47,,,,53.9
45.45958658333333,-73.82274576666667,-48,789,78.894,0,55.2,,,,-56,56.3,-47,795,61.826,0,76.9
45.45958658333333,-73.82274576666667,-55,798,84.073,0,59.8,798,115.728,0,-56,59.8,-47,,,,75.4
45.45958658333333,-73.82274576666667,-55,791,78.865,0,53.8,,,,-50,67.8,-47,794,61.610,0,60.3
45.459700516666665,-73.82271321666667,-55,789,73.951,0,66.5,790,115.504,0,-50,73.2,-47,,,,65.9
45.459838866666665,-73.82312825,-55,791,78.889,0,66.7,,,,-50,72.5,-47,792,78.872,0,55.2
45.459936516666666,-73.82280273333333,-55,798,84.118,0,57.5,791,115.543,0,-50,61.2,-54,,,,58.1
45.459708666666664,-73.82302246666667,-55,797,84.050,0,55.7,789,115.531,0,-50,65.8,-54,799,61.538,0,66.5
45.459667966666665,-73.8230306,-55,798,89.716,0,70.7,798,131.517,0,-56,60.9,-54,790,61.386,0,71.4
45.459562166666664,-73.82293295,-55,794,73.959,0,59.5,792,115.491,0,-56,68.1,-54,,,,63.0
45.45958658333333,-73.82284341666667,-55,,,,54.2,,,,-56,60.8,-60,789,61.649,0,49.5
45.4597168,-73.8227946,-55,,,,57.1,,,,-56,64.6,-49,794,61.263,0,60.7
45.45981445,-73.82278646666667,-55,795,65.392,0,78.7,791,60.837,0,-56,57.3,-49,789,84.263,0,69.6
45.459903966666666,-73.82281901666667,-55,796,116.104,0,84.5,795,95.240,0,-56,60.6,-58,795,84.557,0,58.7
45.460034183333335,-73.82283528333333,-55,797,96.246,0,59.4,788,101.983,0,-56,74.1,-58,,,,51.8
45.460058599999996,-73.82278646666667,-55,,,,65.7,,,,-48,64.4,-46,796,84.538,0,64.1
45.460058599999996,-73.82277018333333,-40,,,,76.5,798,123.229,0,-48,66.5,-46,,,,56.7
45.460058599999996,-73.82277018333333,-40,,,,68.4,795,123.375,0,-48,75.4,-46,794,61.394,0,58.0
45.460058599999996,-73.82277018333333,-46,794,123.301,0,57.6,789,115.745,0,-48,64.9,-32,797,84.460,0,69.2
45.460058599999996,-73.82277018333333,-46,797,84.101,0,64.2,794,60.846,0,-48,66.1,-32,798,84.655,0,79.2
45.460058599999996,-73.82277018333333,-46,,,,74.3,,,,-48,74.7,-38,796,84.597,0,60.4
45.460058599999996,-73.82277018333333,-46,,,,75.3,792,61.177,0,-48,69.0,-38,789,61.412,0,63.6
45.460058599999996,-73.82277018333333,-46,795,117.081,0,55.1,,,,-48,61.6,-38,791,74.451,0,72.0
45.460058599999996,-73.82277018333333,-46,792,79.802,0,74.8,792,60.683,0,-48,73.9,-50,795,84.614,0,69.6
45.460058599999996,-73.82277018333333,-46,,,,66.2,793,123.205,0,-48,60.2,-50,,,,67.7
45.460058599999996,-73.82277018333333,-46,796,84.157,0,64.4,796,60.641,0,-48,65.7,-50,794,84.167,0,70.9
45.460058599999996,-73.82277018333333,-46,,,,64.3,790,90.141,0,-48,67.3,-50,,,,52.4
45.460058599999996,-73.82277018333333,-46,,,,77.8,795,115.558,0,-48,62.6,-50,,,,64.6
45.460058599999996,-73.82277018333333,-46,797,74.380,0,61.3,793,60.878,0,-48,66.7,-50,798,61.258,0,76.4
45.460058599999996,-73.82277018333333,-46,794,73.983,0,63.2,797,123.207,0,-48,64.0,-50,789,90.288,0,76.9
45.460058599999996,-73.82277018333333,-46,,,,76.2,,,,-54,60.4,-50,,,,70.0
45.460058599999996,-73.82277018333333,-46,791,84.275,0,61.7,798,60.961,0,-54,70.6,-50,,,,51.6
45.460058599999996,-73.82277018333333,-57,,,,61.9,798,131.451,0,-54,65.8,-58,,,,61.2
45.460034183333335,-73.82263996666667,-63,,,,62.4,799,60.814,0,-54,60.2,-67,,,,63.2
45.460001633333334,-73.8226237,-63,797,78.929,0,54.2,,,,-54,60.2,-67,789,65.541,0,50.6
45.4599528,-73.82260741666667,-63,,,,58.6,796,60.827,0,-54,66.2,-67,798,61.560,0,53.4
45.459822583333334,-73.82254231666667,-63,792,84.132,0,68.8,799,73.769,0,-54,67.7,-67,789,73.973,0,62.0
45.459464516666664,-73.82237141666667,-63,,,,56.8,795,123.503,0,-42,59.6,-67,793,84.110,0,58.1
45.45936686666667,-73.82233073333333,-56,797,78.894,0,67.7,,,,-42,57.8,-67,789,79.011,0,61.8
45.45878091666667,-73.82208658333333,-56,796,116.517,0,84.3,,,,-57,56.3,-67,792,78.942,0,64.0
45.458170566666666,-73.82181803333333,-63,793,78.975,0,53.5,,,,-57,62.0,-67,795,84.309,0,69.9
45.457633466666664,-73.8215983,-63,794,79.278,0,76.0,,,,-58,72.2,-67,,,,90.8
45.45741373333333,-73.82150065,-63,,,,76.3,790,108.590,0,-58,58.6,-67,792,61.365,0,64.2
45.45717773333333,-73.82139485,-60,798,84.124,0,65.4,,,,-58,58.1,-67,798,124.603,0,68.9
45.45705566666667,-73.82134603333333,-60,794,90.005,2.1,67.6,799,123.255,0,-52,63.3,-58,795,63.136,0,69.3
45.456306966666666,-73.82103678333333,-60,795,79.322,0,71.9,790,60.931,0,-60,71.2,-66,796,84.061,0,67.2
45.4557373,-73.82080891666666,-60,795,79.377,0,65.7,796,116.071,0,-60,59.1,-66,797,84.126,0,67.7
45.455631516666664,-73.82076823333334,-51,791,109.554,0,107,794,123.241,0,-60,62.9,-59,789,78.918,0,67.4
45.45488281666667,-73.82046711666666,-61,,,,65.8,791,60.663,0,-52,77.1,-59,,,,74.7
45.454492183333336,-73.82029621666666,-61,797,79.196,0,68.1,794,123.425,0,-52,59.3,-59,789,74.251,0,76.7
45.45420735,-73.8201823,-54,795,78.926,0,77.9,,,,-52,61.1,-52,791,78.834,0,69.4
45.45349935,-73.81989746666666,-54,,,,62.2,794,60.656,0,-52,58.1,-52,793,61.347,0,66.4
45.45292968333333,-73.81965331666666,-54,799,79.171,0,67.2,,,,-52,59.2,-52,791,108.975,0,58.5
45.4527832,-73.81959635,-54,,,,63.1,796,123.238,0,-52,59.0,-36,795,116.258,0,74.8
45.4523763,-73.81942545,-54,,,,52.7,797,60.759,0,-52,68.3,-36,,,,60.5
45.45223795,-73.81936848333334,-43,792,74.856,0,71.7,,,,-52,61.7,-36,,,,63.5
45.45210775,-73.81931151666667,-43,788,69.469,0,54.2,789,60.614,0,-52,66.0,-40,,,,48.9
45.450488283333335,-73.8186198,-43,796,66.084,0,49.1,795,64.904,0,-52,58.0,-40,,,,61.5
45.450488283333335,-73.8186198,-50,,,,55.1,797,69.543,0,-52,61.3,-48,797,90.165,0,58.3
45.450488283333335,-73.8186198,-50,797,89.760,0,59.6,,,,-52,58.7,-55,,,,60.4
45.450488283333335,-73.8186198,-50,791,79.976,0,72.0,,,,-52,60.3,-55,798,78.783,0,74.6
45.450488283333335,-73.8186198,-56,,,,54.1,,,,-52,60.8,-55,796,61.460,0,73.3
45.450488283333335,-73.8186198,-56,789,74.540,0,64.4,792,115.712,0,-52,63.0,-55,797,116.281,0,85.8
45.450488283333335,-73.8186198,-56,793,84.232,0,84.6,,,,-52,69.3,-55,,,,71.4
45.450488283333335,-73.8186198,-56,,,,72.0,793,115.512,0,-52,60.4,-55,794,78.869,0,63.1
45.450488283333335,-73.8186198,-56,791,79.331,0,66.4,,,,-52,50.6,-55,,,,70.0
45.450488283333335,-73.8186198,-56,792,116.768,0,75.3,795,123.598,0,-52,58.3,-55,792,79.978,0,65.2
45.450488283333335,-73.8186198,-56,,,,60.7,797,116.275,0,-52,60.1,-61,,,,62.7
45.450488283333335,-73.8186198,-56,,,,60.1,792,64.643,0,-52,64.0,-61,794,89.789,0,59.0
45.450488283333335,-73.8186198,-56,790,74.339,0,78.7,,,,-52,67.0,-61,798,65.828,1,77.5
45.450488283333335,-73.8186198,-56,794,102.015,0,62.5,790,109.195,0,-52,65.4,-61,,,,68.1
45.450488283333335,-73.8186198,-56,,,,64.9,798,60.668,0,-64,62.3,-61,,,,64.8
45.450488283333335,-73.8186198,-56,788,64.948,0,53.5,,,,-64,71.3,-61,,,,67.0
45.450488283333335,-73.8186198,-58,794,84.244,0,66.1,791,115.548,0,-64,69.2,-61,,,,71.4
45.450488283333335,-73.8186198,-58,798,84.619,0,60.3,792,60.640,0,-59,73.8,-61,794,84.570,0,58.0
45.450488283333335,-73.8186198,-58,,,,61.4,,,,-59,61.9,-61,789,90.152,0,60.2
45.450488283333335,-73.8186198,-58,796,78.941,0,78.4,789,115.523,0,-59,71.4,-61,791,61.745,0,65.9
45.450488283333335,-73.8186198,-36,793,74.181,0,58.8,798,115.889,0,-59,73.7,-61,795,84.549,0,65.7
45.450455733333335,-73.8186198,-36,796,84.154,0,63.2,,,,-59,59.5,-55,,,,66.6
45.45037435,-73.81858723333333,-36,791,73.900,0,64.4,793,60.681,0,-67,68.6,-55,794,84.150,0,73.6
45.4502767,-73.81853841666667,-56,,,,51.0,792,20.859,0,-67,73.0,-62,,,,53.3
45.450162766666665,-73.81848958333333,-56,789,109.593,0,66.9,790,60.654,0,-67,67.8,-54,796,61.227,0,76.9
45.447989916666664,-73.81755371666667,-56,,,,64.8,788,89.529,0,-67,63.1,-54,792,78.890,0,78.9
45.44759928333333,-73.81738281666667,-56,795,61.382,0,66.7,,,,-51,69.3,-54,789,61.346,0,82.0
45.44706216666667,-73.81715495,-49,799,73.830,0,57.8,,,,-43,67.4,-54,795,84.152,0,59.2
45.44696451666667,-73.8171224,-57,793,78.884,0,54.9,794,60.677,0,-43,72.9,-54,796,84.155,0,70.3
45.44688313333333,-73.8170817,-57,,,,68.0,798,60.704,0,-43,77.0,-54,796,84.781,0,62.1
45.4467448,-73.81702473333333,-54,794,84.125,0,60.5,792,60.861,0,-43,105,-61,794,84.562,0,71.7
45.44632975,-73.81686198333334,-54,791,73.971,0,63.7,794,61.481,0,-43,75.6,-61,797,61.298,0,66.5
45.44632975,-73.81686198333334,-54,792,73.977,0,51.3,,,,-43,,-61,798,61.219,0,70.4
45.44632975,-73.81686198333334,-54,,,,63.6,799,123.245,0,-43,66.1,-61,793,61.384,0,50.0
45.44632975,-73.81686198333334,-60,795,79.275,0,75.6,792,123.259,0,-49,62.1,-61,790,61.337,0,75.6
